full_date,day_of_week,morning,afternoon,evening,full_day,,,,,,,,,,,,,,,,
Jan-19,Wednesday,63354,61124,65142,307412,,,,,,,,,,,,,,,,
Jan-19,Thursday,59303,61022,66061,312616,,,,,,,,,,,,,,,,
Jan-19,Friday,20264,22657,30230,116294,,,,,,,,,,,,,,,,
Jan-19,Saturday,9550,23981,22730,86831,,,,,,,,,,,,,,,,
Jan-19,Sunday,3302,9567,8716,33572,,,,,,,,,,,,,,,,
Jan-19,Monday,9064,11989,14458,54330,,,,,,,,,,,,,,,,
Jan-19,Tuesday,16593,13465,20536,79338,,,,,,,,,,,,,,,,
Jan-19,Wednesday,16330,13333,18930,76926,,,,,,,,,,,,,,,,
Jan-19,Thursday,16484,14040,20957,80944,,,,,,,,,,,,,,,,
Jan-19,Friday,16092,15257,21349,83353,,,,,,,,,,,,,,,,
Jan-19,Saturday,6497,13620,12825,52438,,,,,,,,,,,,,,,,
Jan-19,Sunday,4787,12077,10659,42094,,,,,,,,,,,,,,,,
Jan-19,Monday,16479,13872,20276,78397,,,,,,,,,,,,,,,,
Jan-19,Tuesday,56455,52229,57107,270409,,,,,,,,,,,,,,,,
Jan-19,Wednesday,52618,52529,53867,272869,,,,,,,,,,,,,,,,
Jan-19,Thursday,56716,57293,59644,281102,,,,,,,,,,,,,,,,
Feb-19,Friday,61242,69159,71860,325841,,,,,,,,,,,,,,,,
Feb-19,Saturday,37624,67746,62430,267956,,,,,,,,,,,,,,,,
Feb-19,Sunday,29391,58583,47429,214259,,,,,,,,,,,,,,,,
Feb-19,Monday,62673,61964,62929,301126,,,,,,,,,,,,,,,,
Feb-19,Tuesday,64429,61204,64302,304469,,,,,,,,,,,,,,,,
Feb-19,Wednesday,58257,59039,60768,298250,,,,,,,,,,,,,,,,
Feb-19,Thursday,63424,63341,67435,317827,,,,,,,,,,,,,,,,
Feb-19,Friday,64807,69545,71884,335241,,,,,,,,,,,,,,,,
Feb-19,Saturday,37876,67643,60731,264101,,,,,,,,,,,,,,,,
Feb-19,Sunday,25914,56023,48157,206148,,,,,,,,,,,,,,,,
Feb-19,Monday,20781,18947,25574,101415,,,,,,,,,,,,,,,,
Feb-19,Tuesday,19907,18469,25251,99734,,,,,,,,,,,,,,,,
Feb-19,Wednesday,21241,22561,29281,112524,,,,,,,,,,,,,,,,
Feb-19,Thursday,19857,22338,31697,114278,,,,,,,,,,,,,,,,
Feb-19,Friday,21568,26217,33904,128102,,,,,,,,,,,,,,,,
Feb-19,Saturday,11732,27345,26981,104106,,,,,,,,,,,,,,,,
Feb-19,Sunday,9816,22497,19389,79890,,,,,,,,,,,,,,,,
Feb-19,Monday,17434,20807,25174,97939,,,,,,,,,,,,,,,,
Feb-19,Tuesday,21229,20440,26113,105133,,,,,,,,,,,,,,,,
Feb-19,Wednesday,19503,19188,25268,100118,,,,,,,,,,,,,,,,
Feb-19,Thursday,19426,21304,29730,108271,,,,,,,,,,,,,,,,
Feb-19,Friday,14340,15861,21563,80852,,,,,,,,,,,,,,,,
Feb-19,Saturday,5849,12824,10990,47641,,,,,,,,,,,,,,,,
Feb-19,Sunday,4996,12584,11348,44377,,,,,,,,,,,,,,,,
Feb-19,Monday,15971,13759,21099,78988,,,,,,,,,,,,,,,,
Feb-19,Tuesday,17318,14170,21572,83712,,,,,,,,,,,,,,,,
Feb-19,Wednesday,16667,15133,22527,85039,,,,,,,,,,,,,,,,
Feb-19,Thursday,16828,15271,22020,85046,,,,,,,,,,,,,,,,
Mar-19,Friday,16649,17413,22479,88939,,,,,,,,,,,,,,,,
Mar-19,Saturday,12189,26870,27794,105518,,,,,,,,,,,,,,,,
Mar-19,Sunday,9328,21573,17748,75054,,,,,,,,,,,,,,,,
Mar-19,Monday,20676,21453,27075,107192,,,,,,,,,,,,,,,,
Mar-19,Tuesday,20739,21588,29028,110229,,,,,,,,,,,,,,,,
Mar-19,Wednesday,20977,21586,29055,110925,,,,,,,,,,,,,,,,
Mar-19,Thursday,21007,22556,30487,114674,,,,,,,,,,,,,,,,
Mar-19,Friday,20890,26068,30766,122698,,,,,,,,,,,,,,,,
Mar-19,Saturday,11412,24456,24457,95551,,,,,,,,,,,,,,,,
Mar-19,Sunday,1691,3645,2913,12110,,,,,,,,,,,,,,,,
Mar-19,Monday,19434,23107,28913,111458,,,,,,,,,,,,,,,,
Mar-19,Wednesday,20119,24539,30785,117949,,,,,,,,,,,,,,,,
Mar-19,Thursday,20974,25314,30046,120144,,,,,,,,,,,,,,,,
Mar-19,Friday,21302,28521,35013,135131,,,,,,,,,,,,,,,,
Mar-19,Saturday,13063,28497,29069,113339,,,,,,,,,,,,,,,,
Mar-19,Sunday,11027,26597,22845,93546,,,,,,,,,,,,,,,,
Mar-19,Monday,21928,24306,31271,121071,,,,,,,,,,,,,,,,
Mar-19,Tuesday,22291,24799,32491,124581,,,,,,,,,,,,,,,,
Mar-19,Wednesday,22441,25554,33059,126594,,,,,,,,,,,,,,,,
Mar-19,Thursday,22624,26648,32265,126835,,,,,,,,,,,,,,,,
Mar-19,Friday,23717,30005,36740,144142,,,,,,,,,,,,,,,,
Mar-19,Saturday,14099,30531,30216,119150,,,,,,,,,,,,,,,,
Mar-19,Sunday,11687,25843,24598,96614,,,,,,,,,,,,,,,,
Mar-19,Monday,22440,26629,32497,125838,,,,,,,,,,,,,,,,
Mar-19,Tuesday,22637,27869,34265,131786,,,,,,,,,,,,,,,,
Mar-19,Wednesday,24069,27992,34358,137267,,,,,,,,,,,,,,,,
Mar-19,Thursday,23775,29569,35591,139691,,,,,,,,,,,,,,,,
Mar-19,Friday,25067,33474,38336,155282,,,,,,,,,,,,,,,,
Mar-19,Saturday,14794,32069,30513,123880,,,,,,,,,,,,,,,,
Mar-19,Sunday,12378,27296,36664,111074,,,,,,,,,,,,,,,,
Apr-19,Monday,25822,26738,81955,182999,,,,,,,,,,,,,,,,
Apr-19,Tuesday,23342,28045,33426,131884,,,,,,,,,,,,,,,,
Apr-19,Wednesday,23670,27879,34998,136015,,,,,,,,,,,,,,,,
Apr-19,Thursday,23908,28695,35546,138184,,,,,,,,,,,,,,,,
Apr-19,Friday,23520,31330,36173,144345,,,,,,,,,,,,,,,,
Apr-19,Saturday,15845,41179,39821,146497,,,,,,,,,,,,,,,,
Apr-19,Sunday,11278,23711,19769,85764,,,,,,,,,,,,,,,,
Apr-19,Monday,19831,21829,26042,105560,,,,,,,,,,,,,,,,
Apr-19,Tuesday,21951,23026,29312,117240,,,,,,,,,,,,,,,,
Apr-19,Wednesday,22832,24291,30310,121998,,,,,,,,,,,,,,,,
Apr-19,Thursday,22305,31802,43321,142279,,,,,,,,,,,,,,,,
Apr-19,Friday,22494,26127,31154,128023,,,,,,,,,,,,,,,,
Apr-19,Saturday,13173,21437,20293,90834,,,,,,,,,,,,,,,,
Apr-19,Sunday,11582,22504,19863,85373,,,,,,,,,,,,,,,,
Apr-19,Monday,22618,28192,35072,130279,,,,,,,,,,,,,,,,
Apr-19,Tuesday,23037,24723,31442,125574,,,,,,,,,,,,,,,,
Apr-19,Wednesday,22301,25592,32498,125986,,,,,,,,,,,,,,,,
Apr-19,Thursday,23688,26903,33075,132276,,,,,,,,,,,,,,,,
Apr-19,Friday,18081,29144,30742,122286,,,,,,,,,,,,,,,,
Apr-19,Saturday,12257,27991,24272,101888,,,,,,,,,,,,,,,,
Apr-19,Sunday,10565,21942,20505,83528,,,,,,,,,,,,,,,,
Apr-19,Monday,22360,23230,30987,119947,,,,,,,,,,,,,,,,
Apr-19,Tuesday,22633,23614,30495,120262,,,,,,,,,,,,,,,,
Apr-19,Wednesday,22930,24204,30442,122998,,,,,,,,,,,,,,,,
Apr-19,Thursday,22141,25541,29207,123086,,,,,,,,,,,,,,,,
Apr-19,Friday,21845,29425,31309,133935,,,,,,,,,,,,,,,,
Apr-19,Saturday,14212,26567,25797,109345,,,,,,,,,,,,,,,,
Apr-19,Sunday,12180,22903,20666,88611,,,,,,,,,,,,,,,,
Apr-19,Monday,21982,23708,28830,116497,,,,,,,,,,,,,,,,
Apr-19,Tuesday,22084,23191,29706,117466,,,,,,,,,,,,,,,,
May-19,Wednesday,59106,63502,68509,311518,,,,,,,,,,,,,,,,
May-19,Thursday,58649,64752,71300,320489,,,,,,,,,,,,,,,,
May-19,Friday,60099,68892,74074,336708,,,,,,,,,,,,,,,,
May-19,Saturday,41192,66216,64727,271167,,,,,,,,,,,,,,,,
May-19,Sunday,29434,61881,58804,243294,,,,,,,,,,,,,,,,
May-19,Monday,59516,61895,71895,315221,,,,,,,,,,,,,,,,
May-19,Tuesday,60833,62377,62797,311026,,,,,,,,,,,,,,,,
May-19,Wednesday,59913,62436,64569,311102,,,,,,,,,,,,,,,,
May-19,Thursday,48548,50661,58720,264192,,,,,,,,,,,,,,,,
May-19,Friday,51311,58615,61495,283982,,,,,,,,,,,,,,,,
May-19,Saturday,35474,55280,55583,243656,,,,,,,,,,,,,,,,
May-19,Sunday,25751,54031,51118,208515,,,,,,,,,,,,,,,,
May-19,Monday,48308,53654,57760,262551,,,,,,,,,,,,,,,,
May-19,Tuesday,49057,54732,57467,271048,,,,,,,,,,,,,,,,
May-19,Wednesday,45828,53810,59560,262694,,,,,,,,,,,,,,,,
May-19,Thursday,48024,55630,58770,271705,,,,,,,,,,,,,,,,
May-19,Friday,51583,61025,58697,292664,,,,,,,,,,,,,,,,
May-19,Saturday,40482,60844,62140,268455,,,,,,,,,,,,,,,,
May-19,Sunday,29486,56744,53974,226197,,,,,,,,,,,,,,,,
May-19,Monday,48359,55204,52236,266459,,,,,,,,,,,,,,,,
May-19,Tuesday,49689,55811,57286,273388,,,,,,,,,,,,,,,,
May-19,Wednesday,46199,55914,55871,266173,,,,,,,,,,,,,,,,
May-19,Thursday,49146,56661,57118,278290,,,,,,,,,,,,,,,,
May-19,Friday,52419,62857,58919,296023,,,,,,,,,,,,,,,,
May-19,Saturday,39086,60073,60054,267160,,,,,,,,,,,,,,,,
May-19,Sunday,29763,56184,54022,232665,,,,,,,,,,,,,,,,
May-19,Monday,29938,51481,49177,213576,,,,,,,,,,,,,,,,
May-19,Tuesday,49614,54651,59604,271757,,,,,,,,,,,,,,,,
May-19,Wednesday,49341,56242,56836,271888,,,,,,,,,,,,,,,,
May-19,Thursday,47799,56611,60878,273588,,,,,,,,,,,,,,,,
May-19,Friday,51866,54943,62479,297998,,,,,,,,,,,,,,,,
Jun-19,Saturday,39304,59212,60098,275911,,,,,,,,,,,,,,,,
Jun-19,Sunday,29000,56585,54828,231264,,,,,,,,,,,,,,,,
Jun-19,Monday,50451,55561,55321,287682,,,,,,,,,,,,,,,,
Jun-19,Tuesday,50506,54949,54691,278310,,,,,,,,,,,,,,,,
Jun-19,Wednesday,49864,57147,60899,283079,,,,,,,,,,,,,,,,
Jun-19,Thursday,51105,56273,54925,279626,,,,,,,,,,,,,,,,
Jun-19,Friday,44850,60877,59828,274179,,,,,,,,,,,,,,,,
Jun-19,Saturday,36040,58267,58202,247490,,,,,,,,,,,,,,,,
Jun-19,Sunday,27810,56265,48157,213290,,,,,,,,,,,,,,,,
Jun-19,Monday,50033,57249,56717,277606,,,,,,,,,,,,,,,,
Jun-19,Tuesday,50509,57070,60673,286313,,,,,,,,,,,,,,,,
Jun-19,Wednesday,50688,59147,59020,283309,,,,,,,,,,,,,,,,
Jun-19,Thursday,9741,15594,16801,67687,,,,,,,,,,,,,,,,
Jun-19,Friday,52948,60329,63334,302669,,,,,,,,,,,,,,,,
Jun-19,Saturday,39738,60951,62145,271533,,,,,,,,,,,,,,,,
Jun-19,Sunday,29652,58281,56752,236293,,,,,,,,,,,,,,,,
Jun-19,Monday,49750,59554,60367,282294,,,,,,,,,,,,,,,,
Jun-19,Tuesday,47909,57878,61039,272073,,,,,,,,,,,,,,,,
Jun-19,Wednesday,48388,57851,60134,282243,,,,,,,,,,,,,,,,
Jun-19,Thursday,49299,58566,60367,282834,,,,,,,,,,,,,,,,
Jun-19,Friday,67080,74891,83535,379914,,,,,,,,,,,,,,,,
Jun-19,Saturday,17459,27846,27993,127719,,,,,,,,,,,,,,,,
Jun-19,Sunday,11697,26340,24044,99287,,,,,,,,,,,,,,,,
Jun-19,Monday,21904,25457,33293,127047,,,,,,,,,,,,,,,,
Jun-19,Tuesday,23474,26692,34022,135163,,,,,,,,,,,,,,,,
Jun-19,Wednesday,23818,27706,35663,139085,,,,,,,,,,,,,,,,
Jun-19,Thursday,23649,27969,35249,138270,,,,,,,,,,,,,,,,
Jun-19,Friday,24546,31612,34781,146393,,,,,,,,,,,,,,,,
Jun-19,Saturday,7360,12922,13861,57395,,,,,,,,,,,,,,,,
Jun-19,Sunday,6655,12698,12830,53536,,,,,,,,,,,,,,,,
Jul-19,Monday,22472,26974,33692,132529,,,,,,,,,,,,,,,,
Jul-19,Tuesday,23243,27837,33646,135582,,,,,,,,,,,,,,,,
Jul-19,Wednesday,22784,30736,34560,141229,,,,,,,,,,,,,,,,
Jul-19,Thursday,11887,20561,20142,92550,,,,,,,,,,,,,,,,
Jul-19,Friday,15783,26428,27870,114820,,,,,,,,,,,,,,,,
Jul-19,Saturday,11434,23552,24223,98248,,,,,,,,,,,,,,,,
Jul-19,Sunday,9899,22051,19893,83264,,,,,,,,,,,,,,,,
Jul-19,Monday,19819,24005,34208,128376,,,,,,,,,,,,,,,,
Jul-19,Tuesday,20657,23465,33558,121860,,,,,,,,,,,,,,,,
Jul-19,Wednesday,21346,24404,30644,121863,,,,,,,,,,,,,,,,
Jul-19,Thursday,20975,24409,30925,122036,,,,,,,,,,,,,,,,
Jul-19,Friday,21179,26979,31395,128390,,,,,,,,,,,,,,,,
Jul-19,Saturday,11339,23874,25277,98816,,,,,,,,,,,,,,,,
Jul-19,Sunday,9450,21565,22483,85585,,,,,,,,,,,,,,,,
Jul-19,Monday,19697,22616,30002,114284,,,,,,,,,,,,,,,,
Jul-19,Tuesday,20562,23492,32076,120849,,,,,,,,,,,,,,,,
Jul-19,Wednesday,61007,63960,73978,328894,,,,,,,,,,,,,,,,
Jul-19,Thursday,21628,23778,33280,126025,,,,,,,,,,,,,,,,
Jul-19,Friday,20157,28247,42248,140801,,,,,,,,,,,,,,,,
Jul-19,Saturday,11866,39531,24568,115617,,,,,,,,,,,,,,,,
Jul-19,Sunday,54857,22716,106336,266864,,,,,,,,,,,,,,,,
Jul-19,Monday,18926,22305,77554,265822,,,,,,,,,,,,,,,,
Jul-19,Tuesday,41653,22481,29688,158478,,,,,,,,,,,,,,,,
Jul-19,Wednesday,23720,26318,35065,136921,,,,,,,,,,,,,,,,
Jul-19,Thursday,23772,27627,35486,140157,,,,,,,,,,,,,,,,
Jul-19,Friday,23594,31636,36993,148938,,,,,,,,,,,,,,,,
Jul-19,Saturday,9656,39035,30584,119746,,,,,,,,,,,,,,,,
Jul-19,Sunday,11415,30418,24338,103495,,,,,,,,,,,,,,,,
Jul-19,Monday,22590,25468,33388,129968,,,,,,,,,,,,,,,,
Jul-19,Tuesday,23044,26018,33772,131319,,,,,,,,,,,,,,,,
Jul-19,Wednesday,23873,26479,34625,135541,,,,,,,,,,,,,,,,
Aug-19,Thursday,66846,70687,70810,346834,,,,,,,,,,,,,,,,
Aug-19,Friday,66273,75743,82253,376534,,,,,,,,,,,,,,,,
Aug-19,Saturday,44210,73789,73865,316115,,,,,,,,,,,,,,,,
Aug-19,Sunday,32055,66763,63505,265918,,,,,,,,,,,,,,,,
Aug-19,Monday,65893,67703,77591,346594,,,,,,,,,,,,,,,,
Aug-19,Tuesday,66565,63284,75171,340360,,,,,,,,,,,,,,,,
Aug-19,Wednesday,24595,26349,34370,136429,,,,,,,,,,,,,,,,
Aug-19,Thursday,24199,26434,34627,136420,,,,,,,,,,,,,,,,
Aug-19,Friday,24209,29151,35699,144309,,,,,,,,,,,,,,,,
Aug-19,Saturday,13477,27367,27982,113276,,,,,,,,,,,,,,,,
Aug-19,Sunday,11045,24968,22338,93751,,,,,,,,,,,,,,,,
Aug-19,Monday,23036,24054,32274,125294,,,,,,,,,,,,,,,,
Aug-19,Tuesday,23474,24210,32399,126562,,,,,,,,,,,,,,,,
Aug-19,Wednesday,23989,25119,33211,130923,,,,,,,,,,,,,,,,
Aug-19,Thursday,24008,26403,34641,136234,,,,,,,,,,,,,,,,
Aug-19,Friday,23883,28666,35480,142939,,,,,,,,,,,,,,,,
Aug-19,Saturday,13060,27104,28223,113409,,,,,,,,,,,,,,,,
Aug-19,Sunday,10670,23846,21320,90060,,,,,,,,,,,,,,,,
Aug-19,Monday,22718,22522,31047,120769,,,,,,,,,,,,,,,,
Aug-19,Tuesday,23007,23055,32290,125396,,,,,,,,,,,,,,,,
Aug-19,Wednesday,321219,326928,265314,1369987,,,,,,,,,,,,,,,,
Aug-19,Thursday,23886,24008,144269,241746,,,,,,,,,,,,,,,,
Aug-19,Friday,27557,116593,35270,236464,,,,,,,,,,,,,,,,
Aug-19,Saturday,13447,27860,28906,113967,,,,,,,,,,,,,,,,
Aug-19,Sunday,10930,23130,21011,87369,,,,,,,,,,,,,,,,
Aug-19,Monday,25452,21259,29320,121012,,,,,,,,,,,,,,,,
Aug-19,Tuesday,23206,21958,31093,120207,,,,,,,,,,,,,,,,
Aug-19,Wednesday,33871,23144,31312,145611,,,,,,,,,,,,,,,,
Aug-19,Thursday,23675,23396,33402,127940,,,,,,,,,,,,,,,,
Aug-19,Friday,21343,29106,56383,159787,,,,,,,,,,,,,,,,
Aug-19,Saturday,10975,23978,23756,98560,,,,,,,,,,,,,,,,
Sep-19,Sunday,12477,27388,28631,111855,,,,,,,,,,,,,,,,
Sep-19,Monday,13366,23970,24229,97576,,,,,,,,,,,,,,,,
Sep-19,Tuesday,28467,26046,34533,141059,,,,,,,,,,,,,,,,
Sep-19,Wednesday,28411,25902,34838,142941,,,,,,,,,,,,,,,,
Sep-19,Thursday,32505,30442,45591,171324,,,,,,,,,,,,,,,,
Sep-19,Friday,32473,32293,63868,194726,,,,,,,,,,,,,,,,
Sep-19,Saturday,17333,30319,47705,144987,,,,,,,,,,,,,,,,
Sep-19,Sunday,13433,27590,25517,105256,,,,,,,,,,,,,,,,
Sep-19,Monday,31495,27366,36648,151922,,,,,,,,,,,,,,,,
Sep-19,Tuesday,30413,28188,37399,152159,,,,,,,,,,,,,,,,
Sep-19,Wednesday,31982,28304,38003,157352,,,,,,,,,,,,,,,,
Sep-19,Thursday,31982,29440,63209,185612,,,,,,,,,,,,,,,,
Sep-19,Friday,31938,32087,42622,172134,,,,,,,,,,,,,,,,
Sep-19,Saturday,17117,29519,29951,123627,,,,,,,,,,,,,,,,
Sep-19,Sunday,15897,27370,162191,247775,,,,,,,,,,,,,,,,
Sep-19,Monday,31354,26728,246141,360578,,,,,,,,,,,,,,,,
Sep-19,Tuesday,55607,28114,163921,328918,,,,,,,,,,,,,,,,
Sep-19,Wednesday,79424,28202,262480,518121,,,,,,,,,,,,,,,,
Sep-19,Thursday,102773,29883,40614,309667,,,,,,,,,,,,,,,,
Sep-19,Friday,92652,33729,59601,317106,,,,,,,,,,,,,,,,
Sep-19,Saturday,9441,15002,14765,66122,,,,,,,,,,,,,,,,
Sep-19,Sunday,6025,14172,12894,52188,,,,,,,,,,,,,,,,
Sep-19,Monday,123509,128965,96705,525726,,,,,,,,,,,,,,,,
Sep-19,Tuesday,126896,102597,159855,605869,,,,,,,,,,,,,,,,
Sep-19,Wednesday,156935,121627,266173,786477,,,,,,,,,,,,,,,,
Sep-19,Thursday,128337,103194,215760,647979,,,,,,,,,,,,,,,,
Sep-19,Friday,169206,68546,238696,739382,,,,,,,,,,,,,,,,
Sep-19,Saturday,59355,34466,32211,219732,,,,,,,,,,,,,,,,
Sep-19,Sunday,48485,30779,27860,181840,,,,,,,,,,,,,,,,
Sep-19,Monday,56073,24576,33347,191807,,,,,,,,,,,,,,,,
Oct-19,Tuesday,53474,25677,34774,190730,,,,,,,,,,,,,,,,
Oct-19,Wednesday,57622,28459,38084,208377,,,,,,,,,,,,,,,,
Oct-19,Thursday,56308,31618,42379,215877,,,,,,,,,,,,,,,,
Oct-19,Friday,61342,35324,43998,238683,,,,,,,,,,,,,,,,
Oct-19,Saturday,32999,34231,32763,170429,,,,,,,,,,,,,,,,
Oct-19,Sunday,14841,30409,29670,118061,,,,,,,,,,,,,,,,
Oct-19,Monday,35573,30754,37249,165844,,,,,,,,,,,,,,,,
Oct-19,Tuesday,30636,30794,39561,160214,,,,,,,,,,,,,,,,
Oct-19,Wednesday,96580,31031,40116,293753,,,,,,,,,,,,,,,,
Oct-19,Thursday,123499,33038,40721,353659,,,,,,,,,,,,,,,,
Oct-19,Friday,119391,37076,43159,355540,,,,,,,,,,,,,,,,
Oct-19,Saturday,19968,35037,34295,146640,,,,,,,,,,,,,,,,
Oct-19,Sunday,27259,32030,31191,146785,,,,,,,,,,,,,,,,
Oct-19,Monday,39605,31953,40638,180696,,,,,,,,,,,,,,,,
Oct-19,Tuesday,34867,31679,40876,170434,,,,,,,,,,,,,,,,
Oct-19,Wednesday,32153,63205,64547,220653,,,,,,,,,,,,,,,,
Oct-19,Thursday,138698,32986,44404,386403,,,,,,,,,,,,,,,,
Oct-19,Friday,8063,6319,7821,35891,,,,,,,,,,,,,,,,
Oct-19,Saturday,18454,34939,33119,139050,,,,,,,,,,,,,,,,
Oct-19,Sunday,40262,32256,30424,172905,,,,,,,,,,,,,,,,
Oct-19,Monday,55839,29713,37476,203742,,,,,,,,,,,,,,,,
Oct-19,Tuesday,36871,27315,172739,297759,,,,,,,,,,,,,,,,
Oct-19,Wednesday,30471,140975,53626,280490,,,,,,,,,,,,,,,,
Oct-19,Thursday,30278,30113,48390,166842,,,,,,,,,,,,,,,,
Oct-19,Friday,29872,33718,38306,161360,,,,,,,,,,,,,,,,
Oct-19,Saturday,18824,27940,26669,121160,,,,,,,,,,,,,,,,
Oct-19,Sunday,13211,25967,27441,104196,,,,,,,,,,,,,,,,
Oct-19,Monday,27951,25364,34527,138827,,,,,,,,,,,,,,,,
Oct-19,Tuesday,29942,26822,35946,146522,,,,,,,,,,,,,,,,
Oct-19,Wednesday,34752,27160,35751,157058,,,,,,,,,,,,,,,,
Oct-19,Thursday,28575,28726,35637,147832,,,,,,,,,,,,,,,,
Nov-19,Friday,30478,32872,43137,171155,,,,,,,,,,,,,,,,
Nov-19,Saturday,17261,34057,32958,136282,,,,,,,,,,,,,,,,
Nov-19,Sunday,15425,30848,28859,114391,,,,,,,,,,,,,,,,
Nov-19,Monday,32472,28724,38719,155857,,,,,,,,,,,,,,,,
Nov-19,Tuesday,32609,29145,39440,158553,,,,,,,,,,,,,,,,
Nov-19,Wednesday,32618,31270,44454,166767,,,,,,,,,,,,,,,,
Nov-19,Thursday,31821,29223,37659,155896,,,,,,,,,,,,,,,,
Nov-19,Friday,31545,35744,43433,174722,,,,,,,,,,,,,,,,
Nov-19,Saturday,17982,34536,32059,135375,,,,,,,,,,,,,,,,
Nov-19,Sunday,15876,29972,40725,128734,,,,,,,,,,,,,,,,
Nov-19,Monday,28479,31047,56198,166458,,,,,,,,,,,,,,,,
Nov-19,Tuesday,27002,24104,32323,131476,,,,,,,,,,,,,,,,
Nov-19,Wednesday,30414,26235,36083,147046,,,,,,,,,,,,,,,,
Nov-19,Thursday,31960,27965,38010,155027,,,,,,,,,,,,,,,,
Nov-19,Friday,31101,33000,41534,169396,,,,,,,,,,,,,,,,
Nov-19,Saturday,16989,32474,31910,130556,,,,,,,,,,,,,,,,
Nov-19,Sunday,13077,28250,27426,104887,,,,,,,,,,,,,,,,
Nov-19,Monday,30746,64774,49277,197716,,,,,,,,,,,,,,,,
Nov-19,Tuesday,30769,26368,36019,147775,,,,,,,,,,,,,,,,
Nov-19,Wednesday,30932,26121,35680,147745,,,,,,,,,,,,,,,,
Nov-19,Thursday,31019,27631,36883,151934,,,,,,,,,,,,,,,,
Nov-19,Friday,30111,30930,38911,161584,,,,,,,,,,,,,,,,
Nov-19,Saturday,15510,30688,30426,123624,,,,,,,,,,,,,,,,
Nov-19,Sunday,12937,30244,28675,110384,,,,,,,,,,,,,,,,
Nov-19,Monday,29783,30772,40567,158891,,,,,,,,,,,,,,,,
Nov-19,Tuesday,31346,33978,42119,168667,,,,,,,,,,,,,,,,
Nov-19,Wednesday,27488,38050,37845,162274,,,,,,,,,,,,,,,,
Nov-19,Thursday,10844,25806,25629,99300,,,,,,,,,,,,,,,,
Nov-19,Friday,16531,31551,30469,126533,,,,,,,,,,,,,,,,
Nov-19,Saturday,15147,30836,27095,115763,,,,,,,,,,,,,,,,
Dec-19,Sunday,13768,27317,24864,102080,,,,,,,,,,,,,,,,
Dec-19,Monday,29087,25342,34149,139043,,,,,,,,,,,,,,,,
Dec-19,Tuesday,30159,25778,36298,145944,,,,,,,,,,,,,,,,
Dec-19,Wednesday,30575,26297,36648,148958,,,,,,,,,,,,,,,,
Dec-19,Thursday,65262,67235,79527,347278,,,,,,,,,,,,,,,,
Dec-19,Friday,63006,73567,83633,362596,,,,,,,,,,,,,,,,
Dec-19,Saturday,39555,72813,70201,304759,,,,,,,,,,,,,,,,
Dec-19,Sunday,28682,65174,58596,244876,,,,,,,,,,,,,,,,
Dec-19,Tuesday,60242,61477,78290,323336,,,,,,,,,,,,,,,,
Dec-19,Wednesday,60256,57891,70471,310912,,,,,,,,,,,,,,,,
Dec-19,Thursday,60954,60177,70059,311569,,,,,,,,,,,,,,,,
Dec-19,Friday,58929,63915,71273,325586,,,,,,,,,,,,,,,,
Dec-19,Saturday,32428,62714,58721,243648,,,,,,,,,,,,,,,,
Dec-19,Sunday,24663,56077,53364,227909,,,,,,,,,,,,,,,,
Dec-19,Monday,49607,56034,62371,269686,,,,,,,,,,,,,,,,
Dec-19,Tuesday,60708,67290,79277,334232,,,,,,,,,,,,,,,,
Dec-19,Wednesday,64809,67486,77034,342498,,,,,,,,,,,,,,,,
Dec-19,Thursday,62935,70682,79871,349304,,,,,,,,,,,,,,,,
Dec-19,Friday,62813,80538,83680,373923,,,,,,,,,,,,,,,,
Dec-19,Saturday,36655,79248,72557,304370,,,,,,,,,,,,,,,,
Dec-19,Sunday,31182,68158,62577,260292,,,,,,,,,,,,,,,,
Dec-19,Monday,54859,72899,78126,325211,,,,,,,,,,,,,,,,
Dec-19,Tuesday,29339,55522,48903,213719,,,,,,,,,,,,,,,,
Dec-19,Wednesday,12023,38604,39069,141339,,,,,,,,,,,,,,,,
Dec-19,Thursday,36726,56651,61023,245506,,,,,,,,,,,,,,,,
Dec-19,Friday,41812,64241,66511,285157,,,,,,,,,,,,,,,,
Dec-19,Saturday,25426,57775,54348,218246,,,,,,,,,,,,,,,,
Dec-19,Sunday,17393,51051,38181,171339,,,,,,,,,,,,,,,,
Dec-19,Monday,47226,62653,66466,278360,,,,,,,,,,,,,,,,
Dec-19,Tuesday,39304,60697,60530,260098,,,,,,,,,,,,,,,,
Jan-20,Wednesday,15432,42067,41708,161296,,,,,,,,,,,,,,,,
Jan-20,Thursday,53035,54655,69362,291648,,,,,,,,,,,,,,,,
Jan-20,Friday,60450,72395,75747,339412,,,,,,,,,,,,,,,,
Jan-20,Saturday,32516,71307,70094,272729,,,,,,,,,,,,,,,,
Jan-20,Sunday,10760,24831,22377,88352,,,,,,,,,,,,,,,,
Jan-20,Monday,27554,24303,31891,130930,,,,,,,,,,,,,,,,
Jan-20,Tuesday,29296,23144,33074,135131,,,,,,,,,,,,,,,,
Jan-20,Wednesday,30354,23404,27489,129675,,,,,,,,,,,,,,,,
Jan-20,Thursday,75478,61903,73340,351470,,,,,,,,,,,,,,,,
Jan-20,Friday,80017,67167,76318,1115609,,,,,,,,,,,,,,,,
Jan-20,Saturday,378079,50807,259791,3063789,,,,,,,,,,,,,,,,
